Number,CO TAQI,Compare
5781,3.83514459231,3
5782,3.65775932435,2
5783,2.5840293954,3
5784,4.3015779261,6
5785,6.55927416021,7
5786,7.25845141087,7
5787,7.12700647065,8
5788,7.5077894486,3
5789,3.68838620951,3
5790,3.71741908392,5
5791,5.04367507211,3
5792,3.29533206713,3
5793,3.7327325265,2
5794,2.82873114423,7
5795,6.95249589172,9
5796,8.60289553067,6
5797,6.29797829052,7
5798,6.8500838259,6
5799,6.3101037116,8
5800,7.80768225721,7
5801,7.28589027452,6
5802,6.46292480494,7
5803,7.06415868957,5
5804,5.34803658051,8
5805,7.76939865076,8
5806,7.23405482536,5
5807,5.04208106136,7
5808,6.94643318118,7
5809,7.1177557386,8
5810,7.50332074881,6
5811,6.02105564578,6
5812,6.14196917568,7
5813,7.12381844914,7
5814,6.43405951965,3
5815,4.15322553254,3
5816,4.09675379447,6
5817,6.23225582041,6
5818,5.91098685868,6
5819,6.39113962429,6
5820,5.87270325223,3
5821,3.89799237339,5
5822,5.27306337835,3
5823,3.28001862455,2
5824,2.67272202939,3
5825,3.61341300736,5
5826,5.35409929105,6
5827,6.33307387547,7
5828,6.84242710461,7
5829,7.21569910463,7
5830,6.70779414289,3
5831,3.36105453724,3
5832,3.69444892005,3
5833,4.15322553254,6
5834,6.20609763504,6
5835,6.19844091375,6
5836,5.93842572234,7
5837,6.82105095149,7
5838,6.59772535579,7
5839,6.81180021945,7
5840,7.09925427452,7
5841,6.84848981515,6
5842,6.34519929655,6
5843,6.41410978816,6
5844,6.19078419246,3
5845,3.54769053725,3
5846,3.66701005639,3
5847,4.02178059232,5
5848,5.3081589633,3
5849,3.75251466887,2
5850,2.78279081649,3
5851,3.67147875618,3
5852,3.77548483274,3
5853,3.69444892005,6
5854,6.01180491374,5
5855,5.47788750998,5
5856,5.47023078869,5
5857,5.32794110567,6
5858,6.02711835632,5
5859,5.17512001233,5
5860,5.07270794652,5
5861,5.36781872287,5
5862,5.39685159728,3
5863,3.63032046069,3
5864,3.77867285425,5
5865,5.31134698481,3
5866,3.39774413294,3
5867,3.2417350181,5
5868,4.99007802308,3
5869,3.66541604564,6
5870,6.06699597353,5
5871,4.92435555296,5
5872,4.87841522522,3
5873,3.42837101811,3
5874,3.23567230756,3
5875,3.44815316047,5
5876,5.12917968459,6
5877,6.01946163503,7
5878,6.64813438332,6
5879,5.84973308836,5
5880,4.70262396801,5
5881,4.88766595726,5
5882,4.77440914866,5
5883,5.33719183771,5
5884,5.08642737835,5
5885,5.14608713792,2
5886,2.89445361434,2
5887,2.76141466337,2
5888,2.5840293954,2
5889,2.56871595282,2
5890,2.93114321004,3
5891,3.81983114973,3
5892,3.42071429681,3
5893,3.43443372864,3
5894,3.37477396907,3
5895,3.40540085423,3
5896,3.5460965265,3
5897,3.69891761984,5
5898,5.40897701836,2
5899,3.09162102467,3
5900,3.49568749897,2
5901,2.6682533296,2
5902,2.65900259756,2
5903,2.72472506767,2
5904,2.59774882723,2
5905,2.61912498035,2
5906,2.79651024832,2
5907,2.90051632488,3
5908,3.61022498586,2
5909,2.46280253304,3
5910,3.20441875746,3
5911,3.68041615575,2
5912,3.23072268618,3
5913,3.5094069308,3
5914,3.21110813294,2
5915,2.55946522078,2
5916,2.54574578895,2
5917,2.63443842293,3
5918,3.50781292005,2
5919,2.70781761433,3
5920,3.44209044993,3
5921,3.34574109466,3
