Number,State Code,County Code,Site Num,Address,State,County,City,Date Local,NO2 Units,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Units,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Units,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Units,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI,CO TAQI
2816,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-10-11,Parts per billion,14.173913,23,23,22,Parts per million,0.019167,0.031,9,26,Parts per billion,1.136364,5,13,7,Parts per million,0.341667,0.4,7,5,5
2817,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-10-12,Parts per billion,13.434783,19,0,18,Parts per million,0.017833,0.023,3,19,Parts per billion,0.181818,1,0,1,Parts per million,0.358333,0.4,0,5,5
2818,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-10-13,Parts per billion,10.173913,20,22,19,Parts per million,0.023583,0.046,10,39,Parts per billion,1.227273,6,13,9,Parts per million,0.358333,0.4,0,5,6
2819,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-10-14,Parts per billion,12.043478,17,18,16,Parts per million,0.02475,0.042,12,36,Parts per billion,4.363636,21,11,30,Parts per million,0.425,0.5,4,6,5
2820,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-10-15,Parts per billion,6.652174,19,7,18,Parts per million,0.028652,0.033,15,28,Parts per billion,0,0,0,0,Parts per million,0.3125,0.4,0,5,3
2821,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-10-16,Parts per billion,7.444444,13,19,12,Parts per million,0.02425,0.03,10,25,Parts per billion,0,0,0,0,Parts per million,0.3,0.3,0,3,3
2822,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-10-17,Parts per billion,8.73913,19,18,18,Parts per million,0.024417,0.036,9,31,Parts per billion,0.5,1,5,1,Parts per million,0.216667,0.3,0,3,3
2823,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-10-18,Parts per billion,10.727273,23,6,22,Parts per million,0.023167,0.035,9,30,Parts per billion,0.47619,1,0,1,Parts per million,0.208333,0.3,9,3,2
2824,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-10-19,Parts per billion,6.434783,15,5,14,Parts per million,0.021417,0.028,20,24,Parts per billion,0.136364,1,0,1,Parts per million,0.2,0.2,0,2,2
2825,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-10-20,Parts per billion,6.956522,22,20,21,Parts per million,0.024875,0.037,8,31,Parts per billion,0.636364,2,13,3,Parts per million,0.129167,0.2,0,2,3
2826,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-10-21,Parts per billion,11.086957,31,20,29,Parts per million,0.019583,0.036,10,31,Parts per billion,0.590909,2,5,3,Parts per million,0.183333,0.3,22,3,6
2827,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-10-22,Parts per billion,16.590909,31,18,29,Parts per million,0.015833,0.035,9,30,Parts per billion,0.904762,1,0,1,Parts per million,0.35,0.5,10,6,7
2828,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-10-23,Parts per billion,19.391304,37,9,35,Parts per million,0.019917,0.047,10,40,Parts per billion,1.045455,3,9,4,Parts per million,0.4375,0.6,9,7,8
2829,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-10-24,Parts per billion,22.695652,35,17,33,Parts per million,0.018208,0.041,10,35,Parts per billion,1.545455,14,10,20,Parts per million,0.5625,0.7,9,8,9
2830,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-10-25,Parts per billion,17.304348,33,9,31,Parts per million,0.018792,0.029,10,25,Parts per billion,1.409091,5,12,7,Parts per million,0.579167,0.8,8,9,6
2831,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-10-26,Parts per billion,14.478261,29,18,27,Parts per million,0.013958,0.029,9,25,Parts per billion,0.954545,4,15,6,Parts per million,0.345833,0.5,20,6,7
2832,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-10-27,Parts per billion,14.173913,20,22,19,Parts per million,0.016,0.03,13,25,Parts per billion,1.181818,3,11,4,Parts per million,0.495833,0.6,10,7,7
2833,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-10-28,Parts per billion,13.782609,31,19,29,Parts per million,0.024,0.05,9,42,Parts per billion,1.227273,5,9,7,Parts per million,0.429167,0.6,22,7,8
2834,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-10-29,Parts per billion,14.434783,27,6,25,Parts per million,0.027583,0.04,22,34,Parts per billion,0.636364,1,0,1,Parts per million,0.533333,0.7,8,8,6
2835,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-10-30,Parts per billion,11.086957,18,18,17,Parts per million,0.025333,0.039,0,33,Parts per billion,0.227273,1,18,1,Parts per million,0.35,0.5,23,6,7
2836,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-10-31,Parts per billion,16.565217,34,17,32,Parts per million,0.011375,0.018,8,15,Parts per billion,2.727273,13,14,19,Parts per million,0.479167,0.6,18,7,7
2837,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-11-01,Parts per billion,14.304348,26,18,25,Parts per million,0.011083,0.023,10,19,Parts per billion,2.045455,12,15,17,Parts per million,0.441667,0.6,0,7,9
2838,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-11-02,Parts per billion,16.913043,37,19,35,Parts per million,0.012,0.03,10,25,Parts per billion,0.590909,2,8,3,Parts per million,0.533333,0.8,9,9,8
2839,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-11-03,Parts per billion,17.304348,29,17,27,Parts per million,0.016,0.037,9,31,Parts per billion,0.681818,2,5,3,Parts per million,0.470833,0.7,0,8,6
2840,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-11-04,Parts per billion,15.391304,27,21,25,Parts per million,0.020583,0.045,10,38,Parts per billion,0.863636,2,9,3,Parts per million,0.4125,0.5,0,6,8
2841,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-11-05,Parts per billion,23.956522,49,17,46,Parts per million,0.016417,0.031,9,26,Parts per billion,2.863636,14,15,20,Parts per million,0.491667,0.7,23,8,8
2842,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-11-06,Parts per billion,18.782609,32,17,30,Parts per million,0.012917,0.023,0,19,Parts per billion,1.909091,5,17,7,Parts per million,0.504167,0.7,22,8,9
2843,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-11-07,Parts per billion,22.608696,38,16,36,Parts per million,0.012667,0.024,23,20,Parts per billion,4.545455,21,14,30,Parts per million,0.65,0.8,10,9,6
2844,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-11-08,Parts per billion,10.782609,17,15,16,Parts per million,0.030917,0.034,5,29,Parts per billion,1,1,0,1,Parts per million,0.333333,0.5,0,6,6
2845,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-11-09,Parts per billion,16.434783,27,20,25,Parts per million,0.016625,0.031,9,26,Parts per billion,1.636364,9,11,13,Parts per million,0.404167,0.5,9,6,7
2846,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-11-10,Parts per billion,14.956522,21,6,20,Parts per million,0.013417,0.024,9,20,Parts per billion,0.909091,1,0,1,Parts per million,0.458333,0.6,22,7,7
2847,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-11-11,Parts per billion,9.130435,16,0,15,Parts per million,0.01575,0.029,10,25,Parts per billion,1.181818,2,9,3,Parts per million,0.379167,0.6,0,7,7
2848,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-11-12,Parts per billion,19.608696,34,17,32,Parts per million,0.007917,0.016,11,14,Parts per billion,1.454545,7,14,10,Parts per million,0.495833,0.6,10,7,8
2849,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-11-13,Parts per billion,19.909091,29,0,27,Parts per million,0.007208,0.018,9,15,Parts per billion,3.52381,12,15,17,Parts per million,0.591667,0.7,9,8,8
2850,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-11-14,Parts per billion,15,28,17,26,Parts per million,0.009625,0.025,9,21,Parts per billion,1.52381,5,16,7,Parts per million,0.541667,0.7,0,8,7
2851,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-11-15,Parts per billion,17,25,20,24,Parts per million,0.006583,0.014,23,12,Parts per billion,1.142857,2,7,3,Parts per million,0.508333,0.6,7,7,5
2852,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-11-16,Parts per billion,11.608696,25,17,24,Parts per million,0.020083,0.031,8,26,Parts per billion,0.363636,1,0,1,Parts per million,0.275,0.4,0,5,5
2853,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-11-17,Parts per billion,10.565217,18,18,17,Parts per million,0.013917,0.029,9,25,Parts per billion,0.590909,1,5,1,Parts per million,0.291667,0.4,22,5,6
2854,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-11-18,Parts per billion,8.652174,18,0,17,Parts per million,0.012708,0.02,10,17,Parts per billion,0.590909,1,0,1,Parts per million,0.3375,0.5,3,6,3
2855,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-11-19,Parts per billion,11.478261,23,18,22,Parts per million,0.011417,0.021,9,18,Parts per billion,0.5,1,5,1,Parts per million,0.229167,0.3,17,3,9
2856,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-11-20,Parts per billion,16.478261,34,18,32,Parts per million,0.011333,0.03,9,25,Parts per billion,0.681818,1,5,1,Parts per million,0.379167,0.8,23,9,10
2857,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-11-21,Parts per billion,19.217391,34,18,32,Parts per million,0.011833,0.031,9,26,Parts per billion,1.090909,2,8,3,Parts per million,0.525,0.9,0,10,8
2858,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-11-22,Parts per billion,15.304348,28,19,26,Parts per million,0.013208,0.032,9,27,Parts per billion,0.863636,1,0,1,Parts per million,0.425,0.7,0,8,8
2859,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-11-23,Parts per billion,18.217391,37,19,35,Parts per million,0.014667,0.037,9,31,Parts per billion,0.954545,2,5,3,Parts per million,0.445833,0.7,1,8,9
2860,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-11-24,Parts per billion,21,31,21,29,Parts per million,0.009333,0.023,9,19,Parts per billion,1,1,0,1,Parts per million,0.541667,0.8,1,9,9
2861,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-11-25,Parts per billion,20.652174,32,18,30,Parts per million,0.009792,0.024,10,20,Parts per billion,1,1,0,1,Parts per million,0.570833,0.8,0,9,9
2862,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-11-26,Parts per billion,28.681818,47,17,44,Parts per million,0.006,0.015,9,13,Parts per billion,2.047619,6,13,9,Parts per million,0.6625,0.8,23,9,9
2863,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-11-27,Parts per billion,25.826087,40,17,38,Parts per million,0.011125,0.027,9,23,Parts per billion,1.863636,13,10,19,Parts per million,0.629167,0.8,0,9,8
2864,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-11-28,Parts per billion,17.272727,38,18,36,Parts per million,0.018083,0.034,7,29,Parts per billion,1,2,20,3,Parts per million,0.391667,0.7,0,8,9
2865,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-11-29,Parts per billion,25.217391,38,17,36,Parts per million,0.011,0.026,11,22,Parts per billion,1.181818,2,10,3,Parts per million,0.583333,0.8,1,9,8
2866,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-11-30,Parts per billion,15.434783,25,0,24,Parts per million,0.016792,0.027,9,23,Parts per billion,1.590909,8,14,11,Parts per million,0.3875,0.7,0,8,7
2867,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-12-01,Parts per billion,15.217391,32,21,30,Parts per million,0.017625,0.035,9,30,Parts per billion,0.727273,1,0,1,Parts per million,0.358333,0.6,23,7,10
2868,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-12-02,Parts per billion,11.826087,29,0,27,Parts per million,0.028042,0.038,10,32,Parts per billion,0.681818,1,0,1,Parts per million,0.495833,0.9,3,10,6
2869,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-12-03,Parts per billion,13.73913,35,8,33,Parts per million,0.02175,0.035,10,30,Parts per billion,0.272727,1,6,1,Parts per million,0.345833,0.5,8,6,6
2870,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-12-04,Parts per billion,15.772727,24,1,23,Parts per million,0.009,0.015,14,13,Parts per billion,0.85,3,1,4,Parts per million,0.420833,0.5,9,6,7
2871,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-12-05,Parts per billion,15,25,17,24,Parts per million,0.006083,0.013,8,11,Parts per billion,1.272727,5,17,7,Parts per million,0.495833,0.6,18,7,7
2872,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-12-06,Parts per billion,20.086957,27,19,25,Parts per million,0.007208,0.017,23,14,Parts per billion,0.545455,1,0,1,Parts per million,0.5625,0.6,0,7,7
2873,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-12-07,Parts per billion,7.521739,16,7,15,Parts per million,0.022125,0.032,9,27,Parts per billion,0.590909,2,5,3,Parts per million,0.383333,0.6,0,7,5
2874,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-12-08,Parts per billion,9.086957,26,18,25,Parts per million,0.020333,0.028,9,24,Parts per billion,0.909091,4,13,6,Parts per million,0.291667,0.4,20,5,6
2875,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-12-09,Parts per billion,13.956522,27,18,25,Parts per million,0.015125,0.033,10,28,Parts per billion,1.5,9,11,13,Parts per million,0.35,0.5,23,6,7
2876,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-12-10,Parts per billion,16.347826,32,17,30,Parts per million,0.01975,0.038,21,32,Parts per billion,1.863636,6,14,9,Parts per million,0.5,0.6,1,7,7
2877,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-12-11,Parts per billion,12.652174,37,18,35,Parts per million,0.0205,0.036,0,31,Parts per billion,0.590909,1,9,1,Parts per million,0.325,0.6,22,7,9
2878,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-12-12,Parts per billion,25.73913,35,10,33,Parts per million,0.004833,0.012,9,10,Parts per billion,1.181818,2,5,3,Parts per million,0.641667,0.8,12,9,10
2879,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-12-13,Parts per billion,24.347826,33,17,31,Parts per million,0.00725,0.019,9,16,Parts per billion,1.909091,4,14,6,Parts per million,0.7125,0.9,8,10,11
2880,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-12-14,Parts per billion,27,37,11,35,Parts per million,0.005375,0.013,9,11,Parts per billion,2.181818,11,12,16,Parts per million,0.779167,1,10,11,8
2881,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-12-15,Parts per billion,20.391304,28,18,26,Parts per million,0.009917,0.026,10,22,Parts per billion,1.363636,2,5,3,Parts per million,0.5125,0.7,0,8,9
2882,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-12-16,Parts per billion,10.695652,26,0,25,Parts per million,0.025792,0.037,11,31,Parts per billion,0.818182,2,0,3,Parts per million,0.433333,0.8,1,9,5
2883,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-12-17,Parts per billion,12.73913,28,7,26,Parts per million,0.022,0.033,21,28,Parts per billion,0.818182,3,13,4,Parts per million,0.3,0.4,10,5,5
2884,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-12-18,Parts per billion,11.565217,27,18,25,Parts per million,0.021375,0.031,8,26,Parts per billion,0.227273,1,10,1,Parts per million,0.258333,0.4,19,5,5
2885,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-12-19,Parts per billion,9.913043,23,7,22,Parts per million,0.022042,0.031,20,26,Parts per billion,0.863636,1,5,1,Parts per million,0.358333,0.4,0,5,5
2886,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-12-20,Parts per billion,6.782609,23,21,22,Parts per million,0.021583,0.034,9,29,Parts per billion,0.954545,2,20,3,Parts per million,0.229167,0.4,23,5,9
2887,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-12-21,Parts per billion,18.608696,31,19,29,Parts per million,0.0105,0.026,9,22,Parts per billion,1.681818,9,12,13,Parts per million,0.429167,0.8,23,9,14
2888,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-12-22,Parts per billion,20.130435,29,20,27,Parts per million,0.0065,0.016,9,14,Parts per billion,1.045455,2,5,3,Parts per million,0.7875,1.2,3,14,9
2889,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-12-23,Parts per billion,18.086957,34,18,32,Parts per million,0.009042,0.023,9,19,Parts per billion,4.136364,20,16,29,Parts per million,0.5125,0.8,0,9,9
2890,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-12-24,Parts per billion,16.869565,31,19,29,Parts per million,0.014417,0.025,9,21,Parts per billion,1.863636,4,13,6,Parts per million,0.5375,0.8,1,9,8
2891,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-12-25,Parts per billion,15.304348,30,7,28,Parts per million,0.022958,0.034,10,29,Parts per billion,1.409091,3,0,4,Parts per million,0.379167,0.7,0,8,5
2892,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-12-26,Parts per billion,11.26087,26,7,25,Parts per million,0.019958,0.033,10,28,Parts per billion,1.409091,4,11,6,Parts per million,0.304167,0.4,23,5,5
2893,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-12-27,Parts per billion,14.652174,28,6,26,Parts per million,0.020917,0.028,20,24,Parts per billion,1.181818,2,9,3,Parts per million,0.316667,0.4,0,5,6
2894,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-12-28,Parts per billion,14.347826,21,9,20,Parts per million,0.008917,0.021,0,18,Parts per billion,1,1,0,1,Parts per million,0.383333,0.5,19,6,8
2895,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-12-29,Parts per billion,16.434783,19,0,18,Parts per million,0.002208,0.007,23,6,Parts per billion,1,1,0,1,Parts per million,0.529167,0.7,22,8,9
2896,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-12-30,Parts per billion,13.826087,29,19,27,Parts per million,0.011958,0.023,11,19,Parts per billion,1,1,0,1,Parts per million,0.533333,0.8,1,9,13
2897,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2007-12-31,Parts per billion,7.130435,22,2,21,Parts per million,0.032316,0.035,11,30,Parts per billion,0.772727,1,0,1,Parts per million,0.529167,1.1,1,13,8
2898,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-01-01,Parts per billion,13.347826,29,19,27,Parts per million,0.011958,0.024,9,20,Parts per billion,1.045455,2,0,3,Parts per million,0.461111,0.7,22,8,10
2899,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-01-02,Parts per billion,20.956522,33,17,31,Parts per million,0.005,0.012,23,10,Parts per billion,1.590909,2,5,3,Parts per million,0.7,0.9,10,10,8
2900,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-01-03,Parts per billion,9.130435,19,0,18,Parts per million,0.029125,0.034,5,29,Parts per billion,1.090909,2,5,3,Parts per million,0.358333,0.7,1,8,3
2901,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-01-04,Parts per billion,5.695652,12,15,11,Parts per million,0.033625,0.036,17,31,Parts per billion,0.136364,1,0,1,Parts per million,0.25,0.3,0,3,3
2902,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-01-05,Parts per billion,5.695652,10,18,9,Parts per million,0.032875,0.036,8,31,Parts per billion,0,0,0,0,Parts per million,0.3,0.3,0,3,5
2903,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-01-06,Parts per billion,9.695652,23,7,22,Parts per million,0.022042,0.034,10,29,Parts per billion,0.590909,1,5,1,Parts per million,0.308333,0.4,22,5,6
2904,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-01-07,Parts per billion,14.782609,28,18,26,Parts per million,0.01625,0.033,10,28,Parts per billion,0.681818,1,0,1,Parts per million,0.383333,0.5,23,6,6
2905,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-01-08,Parts per billion,12.565217,23,6,22,Parts per million,0.019708,0.032,8,27,Parts per billion,0.590909,1,0,1,Parts per million,0.395833,0.5,0,6,7
2906,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-01-09,Parts per billion,17.652174,24,20,23,Parts per million,0.007083,0.014,9,12,Parts per billion,2.409091,12,15,17,Parts per million,0.445833,0.6,22,7,8
2907,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-01-10,Parts per billion,18.347826,21,0,20,Parts per million,0.001667,0.003,5,3,Parts per billion,0.954545,1,0,1,Parts per million,0.6125,0.7,0,8,7
2908,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-01-11,Parts per billion,12.913043,19,7,18,Parts per million,0.013292,0.021,22,18,Parts per billion,0.545455,1,5,1,Parts per million,0.491667,0.6,0,7,6
2909,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-01-12,Parts per billion,9.391304,17,18,16,Parts per million,0.015292,0.022,8,19,Parts per billion,0.409091,1,9,1,Parts per million,0.383333,0.5,22,6,9
2910,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-01-13,Parts per billion,14,30,20,28,Parts per million,0.010583,0.027,10,23,Parts per billion,0.909091,1,2,1,Parts per million,0.554167,0.8,22,9,9
2911,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-01-14,Parts per billion,18.652174,23,10,22,Parts per million,0.0055,0.014,11,12,Parts per billion,0.909091,1,0,1,Parts per million,0.6625,0.8,0,9,11
2912,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-01-15,Parts per billion,19,26,18,25,Parts per million,0.007154,0.023,23,19,Parts per billion,1.2,2,19,3,Parts per million,0.784615,1,21,11,11
2913,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-01-16,Parts per billion,6.565217,24,0,23,Parts per million,0.035625,0.038,9,32,Parts per billion,0.454545,1,0,1,Parts per million,0.458333,1,0,11,9
2914,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-01-17,Parts per billion,12.347826,36,18,34,Parts per million,0.019333,0.036,0,31,Parts per billion,0.863636,2,18,3,Parts per million,0.4125,0.8,23,9,11
2915,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-01-18,Parts per billion,22.869565,36,17,34,Parts per million,0.00775,0.02,9,17,Parts per billion,1.272727,2,5,3,Parts per million,0.75,1,10,11,8
2916,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-01-19,Parts per billion,23.956522,36,17,34,Parts per million,0.008208,0.016,10,14,Parts per billion,3.136364,18,16,26,Parts per million,0.625,0.7,0,8,7
2917,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-01-20,Parts per billion,9.478261,32,0,30,Parts per million,0.02925,0.037,9,31,Parts per billion,1.136364,2,5,3,Parts per million,0.383333,0.6,0,7,5
2918,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-01-21,Parts per billion,12.478261,28,6,26,Parts per million,0.022667,0.029,8,25,Parts per billion,1,1,0,1,Parts per million,0.325,0.4,18,5,5
2919,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-01-22,Parts per billion,10.26087,18,9,17,Parts per million,0.021875,0.026,17,22,Parts per billion,0.954545,1,0,1,Parts per million,0.333333,0.4,0,5,3
2920,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-01-23,Parts per billion,9.391304,17,7,16,Parts per million,0.022125,0.025,0,21,Parts per billion,0.590909,1,5,1,Parts per million,0.3,0.3,0,3,6
2921,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-01-24,Parts per billion,13.043478,32,20,30,Parts per million,0.020667,0.031,8,26,Parts per billion,0.863636,1,5,1,Parts per million,0.345833,0.5,23,6,9
2922,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-01-25,Parts per billion,17.652174,36,17,34,Parts per million,0.017375,0.037,3,31,Parts per billion,0.909091,1,0,1,Parts per million,0.4375,0.8,21,9,9
2923,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-01-26,Parts per billion,11.043478,28,19,26,Parts per million,0.025375,0.036,3,31,Parts per billion,1,2,19,3,Parts per million,0.433333,0.8,0,9,6
2924,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-01-27,Parts per billion,3.565217,10,12,9,Parts per million,0.039333,0.046,3,39,Parts per billion,0.363636,1,0,1,Parts per million,0.308333,0.5,0,6,5
2925,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-01-28,Parts per billion,10.347826,28,7,26,Parts per million,0.022917,0.037,9,31,Parts per billion,0.772727,1,1,1,Parts per million,0.270833,0.4,10,5,5
2926,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-01-29,Parts per billion,12.956522,25,7,24,Parts per million,0.020542,0.029,11,25,Parts per billion,0.954545,1,0,1,Parts per million,0.354167,0.4,0,5,5
2927,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-01-30,Parts per billion,12,21,18,20,Parts per million,0.018208,0.033,10,28,Parts per billion,1.045455,2,13,3,Parts per million,0.329167,0.4,0,5,6
2928,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-01-31,Parts per billion,10.130435,23,0,22,Parts per million,0.026792,0.032,14,27,Parts per billion,0.818182,1,0,1,Parts per million,0.354167,0.5,1,6,5
2929,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-02-01,Parts per billion,12.782609,27,7,25,Parts per million,0.019458,0.031,10,26,Parts per billion,0.954545,1,0,1,Parts per million,0.35,0.4,8,5,5
