Number,State Code,County Code,Site Num,Address,State,County,City,Date Local,NO2 Units,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Units,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Units,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Units,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI,CO TAQI
102,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-04-11,Parts per billion,22.434783,37,19,35,Parts per million,0.021417,0.031,14,26,Parts per billion,3.772727,12,12,17,Parts per million,0.5625,0.7,9,8,7
103,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-04-12,Parts per billion,18.173913,30,9,28,Parts per million,0.019542,0.028,9,24,Parts per billion,2,3,9,4,Parts per million,0.441667,0.6,9,7,5
104,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-04-13,Parts per billion,10.434783,23,5,22,Parts per million,0.029125,0.037,9,31,Parts per billion,1.181818,2,5,3,Parts per million,0.325,0.4,7,5,8
105,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-04-14,Parts per billion,13.26087,28,6,26,Parts per million,0.025542,0.034,8,29,Parts per billion,1.5,2,6,3,Parts per million,0.441667,0.7,10,8,3
106,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-04-15,Parts per billion,8.347826,13,11,12,Parts per million,0.029625,0.033,9,28,Parts per billion,1.045455,2,0,3,Parts per million,0.291667,0.3,0,3,7
107,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-04-16,Parts per billion,11.130435,25,18,24,Parts per million,0.0195,0.027,0,23,Parts per billion,1.090909,2,19,3,Parts per million,0.375,0.6,20,7,7
108,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-04-17,Parts per billion,14.652174,25,6,24,Parts per million,0.026792,0.037,11,31,Parts per billion,1.363636,2,5,3,Parts per million,0.3625,0.6,0,7,7
109,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-04-18,Parts per billion,11.26087,23,6,22,Parts per million,0.0295,0.045,10,38,Parts per billion,2.045455,4,11,6,Parts per million,0.263158,0.6,12,7,7
110,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-04-19,Parts per billion,13.391304,24,4,23,Parts per million,0.02575,0.039,10,33,Parts per billion,1.863636,3,13,4,Parts per million,0.375,0.6,7,7,7
111,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-04-20,Parts per billion,12.391304,22,6,21,Parts per million,0.032458,0.054,11,46,Parts per billion,2.045455,5,11,7,Parts per million,0.333333,0.6,9,7,6
112,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-04-21,Parts per billion,11.652174,26,6,25,Parts per million,0.030292,0.036,19,31,Parts per billion,1.681818,2,5,3,Parts per million,0.354167,0.5,8,6,5
113,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-04-22,Parts per billion,6.956522,11,9,10,Parts per million,0.034583,0.041,13,35,Parts per billion,1.590909,2,1,3,Parts per million,0.3125,0.4,10,5,6
114,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-04-23,Parts per billion,6.130435,19,20,18,Parts per million,0.035042,0.047,9,40,Parts per billion,1.409091,3,19,4,Parts per million,0.379167,0.5,22,6,8
115,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-04-24,Parts per billion,13.388889,23,5,22,Parts per million,0.030067,0.043,12,36,Parts per billion,1.823529,3,14,4,Parts per million,0.553333,0.7,6,8,7
116,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-04-25,Parts per billion,11.869565,29,6,27,Parts per million,0.021125,0.03,8,25,Parts per billion,1.636364,2,0,3,Parts per million,0.516667,0.6,6,7,10
117,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-04-26,Parts per billion,13.130435,24,21,23,Parts per million,0.032458,0.054,12,46,Parts per billion,2.090909,5,13,7,Parts per million,0.55,0.9,6,10,5
118,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-04-27,Parts per billion,9.347826,25,0,24,Parts per million,0.036,0.047,15,40,Parts per billion,1.5,2,0,3,Parts per million,0.375,0.4,0,5,6
119,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-04-28,Parts per billion,5.869565,16,21,15,Parts per million,0.033625,0.041,9,35,Parts per billion,1.5,3,8,4,Parts per million,0.3875,0.5,21,6,8
120,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-04-29,Parts per billion,9.608696,24,20,23,Parts per million,0.029125,0.047,11,40,Parts per billion,1.454545,2,11,3,Parts per million,0.570833,0.7,22,8,9
121,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-04-30,Parts per billion,14.043478,27,0,25,Parts per million,0.033708,0.052,10,44,Parts per billion,2.636364,8,13,11,Parts per million,0.775,0.8,0,9,9
122,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-05-01,Parts per billion,14.478261,24,5,23,Parts per million,0.026292,0.037,11,31,Parts per billion,1.772727,2,0,3,Parts per million,0.7375,0.8,0,9,7
123,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-05-02,Parts per billion,11.73913,22,19,21,Parts per million,0.024708,0.031,20,26,Parts per billion,1.818182,3,9,4,Parts per million,0.504167,0.6,0,7,5
124,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-05-03,Parts per billion,11.565217,21,5,20,Parts per million,0.030583,0.038,8,32,Parts per billion,1.954545,4,16,6,Parts per million,0.391667,0.4,0,5,6
125,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-05-04,Parts per billion,12.956522,21,6,20,Parts per million,0.032833,0.041,9,35,Parts per billion,1.818182,3,17,4,Parts per million,0.45,0.5,8,6,6
126,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-05-05,Parts per billion,11.73913,22,6,21,Parts per million,0.032792,0.038,9,32,Parts per billion,2.090909,3,7,4,Parts per million,0.4375,0.5,0,6,7
127,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-05-06,Parts per billion,9.086957,14,8,13,Parts per million,0.029833,0.038,9,32,Parts per billion,1.272727,2,6,3,Parts per million,0.429167,0.6,23,7,10
128,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-05-07,Parts per billion,12.782609,29,19,27,Parts per million,0.013375,0.018,3,15,Parts per billion,1.409091,2,5,3,Parts per million,0.683333,0.9,19,10,9
129,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-05-08,Parts per billion,10.608696,17,11,16,Parts per million,0.015042,0.022,12,19,Parts per billion,1.772727,3,11,4,Parts per million,0.5625,0.8,0,9,6
130,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-05-09,Parts per billion,7.608696,14,7,13,Parts per million,0.029125,0.037,10,31,Parts per billion,1.727273,2,0,3,Parts per million,0.420833,0.5,9,6,5
131,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-05-10,Parts per billion,5.652174,21,5,20,Parts per million,0.036708,0.043,9,36,Parts per billion,1.136364,2,5,3,Parts per million,0.325,0.4,0,5,7
132,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-05-11,Parts per billion,10.043478,25,5,24,Parts per million,0.027417,0.043,10,36,Parts per billion,2.272727,6,11,9,Parts per million,0.391667,0.6,10,7,7
133,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-05-12,Parts per billion,16.304348,27,5,25,Parts per million,0.024042,0.037,13,31,Parts per billion,2.136364,4,12,6,Parts per million,0.491667,0.6,5,7,6
134,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-05-13,Parts per billion,14.782609,22,0,21,Parts per million,0.026958,0.039,12,33,Parts per billion,1.727273,2,0,3,Parts per million,0.470833,0.5,2,6,6
135,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-05-14,Parts per billion,7.217391,16,0,15,Parts per million,0.032875,0.038,7,32,Parts per billion,1,1,0,1,Parts per million,0.479167,0.5,0,6,8
136,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-05-15,Parts per billion,10,25,5,24,Parts per million,0.030417,0.039,9,33,Parts per billion,1.409091,2,5,3,Parts per million,0.533333,0.7,6,8,6
137,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-05-16,Parts per billion,9.391304,21,6,20,Parts per million,0.029941,0.038,12,32,Parts per billion,1.727273,2,0,3,Parts per million,0.458333,0.5,5,6,7
138,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-05-17,Parts per billion,15.173913,27,21,25,Parts per million,0.022458,0.04,10,34,Parts per billion,2.454545,5,11,7,Parts per million,0.5125,0.6,7,7,7
139,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-05-18,Parts per billion,15.913043,33,21,31,Parts per million,0.020875,0.04,10,34,Parts per billion,2.227273,4,12,6,Parts per million,0.525,0.6,0,7,8
140,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-05-19,Parts per billion,17.347826,36,22,34,Parts per million,0.029167,0.06,11,51,Parts per billion,2.454545,6,14,9,Parts per million,0.566667,0.7,6,8,8
141,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-05-20,Parts per billion,15.869565,32,0,30,Parts per million,0.031125,0.062,11,58,Parts per billion,2.954545,6,10,9,Parts per million,0.575,0.7,1,8,8
142,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-05-21,Parts per billion,14.695652,31,23,29,Parts per million,0.040833,0.071,11,87,Parts per billion,2.545455,7,14,10,Parts per million,0.5875,0.7,0,8,11
143,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-05-22,Parts per billion,24.826087,46,21,43,Parts per million,0.04225,0.094,11,147,Parts per billion,4.090909,11,9,16,Parts per million,0.779167,1,8,11,11
144,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-05-23,Parts per billion,20.217391,39,8,37,Parts per million,0.030167,0.046,9,39,Parts per billion,2.909091,8,11,11,Parts per million,0.775,1,8,11,7
145,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-05-24,Parts per billion,11.173913,19,9,18,Parts per million,0.031083,0.037,21,31,Parts per billion,1.545455,2,0,3,Parts per million,0.566667,0.6,0,7,6
146,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-05-25,Parts per billion,10.695652,16,16,15,Parts per million,0.032042,0.041,8,35,Parts per billion,1.409091,2,13,3,Parts per million,0.433333,0.5,0,6,5
147,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-05-26,Parts per billion,10.26087,15,19,14,Parts per million,0.016125,0.023,7,19,Parts per billion,1.590909,3,16,4,Parts per million,0.366667,0.4,0,5,5
148,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-05-27,Parts per billion,8.869565,18,21,17,Parts per million,0.01875,0.033,9,28,Parts per billion,1.363636,2,14,3,Parts per million,0.3,0.4,20,5,5
149,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-05-28,Parts per billion,8,17,19,16,Parts per million,0.027917,0.045,10,38,Parts per billion,1.227273,2,11,3,Parts per million,0.333333,0.4,0,5,5
150,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-05-29,Parts per billion,7.73913,11,4,10,Parts per million,0.03075,0.04,10,34,Parts per billion,1.227273,2,11,3,Parts per million,0.354167,0.4,0,5,5
151,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-05-30,Parts per billion,13.478261,23,19,22,Parts per million,0.030333,0.045,11,38,Parts per billion,1.681818,3,16,4,Parts per million,0.354167,0.4,0,5,6
152,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-05-31,Parts per billion,11.913043,26,20,25,Parts per million,0.035333,0.058,11,49,Parts per billion,1.909091,5,8,7,Parts per million,0.3875,0.5,6,6,9
153,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-06-01,Parts per billion,16.478261,29,6,27,Parts per million,0.03575,0.061,11,54,Parts per billion,1.727273,4,11,6,Parts per million,0.4875,0.8,8,9,6
154,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-06-02,Parts per billion,17.956522,25,5,24,Parts per million,0.030125,0.047,11,40,Parts per billion,2,3,6,4,Parts per million,0.479167,0.5,0,6,6
155,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-06-03,Parts per billion,12.956522,18,19,17,Parts per million,0.033542,0.046,10,39,Parts per billion,1.590909,2,10,3,Parts per million,0.433333,0.5,0,6,6
156,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-06-04,Parts per billion,8.521739,11,11,10,Parts per million,0.037792,0.045,10,38,Parts per billion,1.409091,2,7,3,Parts per million,0.4375,0.5,0,6,5
157,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-06-05,Parts per billion,8.652174,15,20,14,Parts per million,0.023542,0.03,0,25,Parts per billion,1.545455,2,5,3,Parts per million,0.3375,0.4,0,5,5
158,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-06-06,Parts per billion,12.434783,19,18,18,Parts per million,0.021292,0.034,10,29,Parts per billion,1.863636,3,16,4,Parts per million,0.4,0.4,0,5,5
159,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-06-07,Parts per billion,8.130435,14,7,13,Parts per million,0.020333,0.023,8,19,Parts per billion,1.363636,2,0,3,Parts per million,0.4,0.4,0,5,5
160,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-06-08,Parts per billion,10.043478,15,5,14,Parts per million,0.023708,0.031,10,26,Parts per billion,1.363636,2,5,3,Parts per million,0.383333,0.4,0,5,5
161,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-06-09,Parts per billion,9.521739,18,5,17,Parts per million,0.022167,0.029,9,25,Parts per billion,1.545455,2,1,3,Parts per million,0.4,0.4,0,5,6
162,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-06-10,Parts per billion,9.434783,15,19,14,Parts per million,0.024792,0.034,9,29,Parts per billion,1.818182,2,0,3,Parts per million,0.4,0.5,18,6,6
163,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-06-11,Parts per billion,9.695652,17,19,16,Parts per million,0.023125,0.04,9,34,Parts per billion,1.772727,3,13,4,Parts per million,0.441667,0.5,0,6,6
164,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-06-12,Parts per billion,10.478261,15,4,14,Parts per million,0.013625,0.029,10,25,Parts per billion,1.909091,2,0,3,Parts per million,0.454167,0.5,0,6,8
165,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-06-13,Parts per billion,13.521739,30,20,28,Parts per million,0.022292,0.046,10,39,Parts per billion,2.409091,5,9,7,Parts per million,0.495833,0.7,22,8,14
166,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-06-14,Parts per billion,15.26087,30,6,28,Parts per million,0.027917,0.047,12,40,Parts per billion,2.181818,4,19,6,Parts per million,0.766667,1.2,6,14,13
167,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-06-15,Parts per billion,22.304348,48,7,45,Parts per million,0.036,0.068,9,77,Parts per billion,3.590909,11,10,16,Parts per million,0.720833,1.1,8,13,9
168,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-06-16,Parts per billion,19.555556,30,8,28,Parts per million,0.030042,0.052,11,44,Parts per billion,2.545455,7,8,10,Parts per million,0.608333,0.8,8,9,11
169,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-06-20,Parts per billion,33.727273,49,13,46,Parts per million,0.033125,0.062,11,58,Parts per billion,2.590909,6,10,9,Parts per million,0.670833,1,10,11,11
170,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-06-21,Parts per billion,29.761905,44,7,42,Parts per million,0.030417,0.054,11,46,Parts per billion,2.318182,7,10,10,Parts per million,0.629167,1,10,11,7
171,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-06-22,Parts per billion,19.956522,36,4,34,Parts per million,0.021042,0.025,13,21,Parts per billion,1.681818,2,1,3,Parts per million,0.445833,0.6,10,7,6
172,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-06-23,Parts per billion,17.714286,23,20,22,Parts per million,0.019083,0.024,9,20,Parts per billion,1.5,2,11,3,Parts per million,0.4125,0.5,13,6,6
173,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-06-24,Parts per billion,12.347826,17,4,16,Parts per million,0.030667,0.048,11,41,Parts per billion,1.090909,2,9,3,Parts per million,0.404167,0.5,0,6,6
174,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-06-25,Parts per billion,15,20,11,19,Parts per million,0.034333,0.05,11,42,Parts per billion,1.545455,5,11,7,Parts per million,0.441667,0.5,11,6,7
175,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-06-26,Parts per billion,20.521739,34,11,32,Parts per million,0.023833,0.044,12,37,Parts per billion,2.272727,8,11,11,Parts per million,0.491667,0.6,9,7,8
176,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-06-27,Parts per billion,23.304348,36,11,34,Parts per million,0.026083,0.043,12,36,Parts per billion,3.590909,14,11,20,Parts per million,0.529167,0.7,10,8,7
177,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-06-28,Parts per billion,18.434783,28,10,26,Parts per million,0.027167,0.043,12,36,Parts per billion,2.090909,6,10,9,Parts per million,0.466667,0.6,10,7,6
178,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-06-29,Parts per billion,15.130435,21,10,20,Parts per million,0.019542,0.026,10,22,Parts per billion,1.863636,3,15,4,Parts per million,0.420833,0.5,12,6,3
179,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-06-30,Parts per billion,9.608696,14,5,13,Parts per million,0.016875,0.021,14,18,Parts per billion,1.090909,2,11,3,Parts per million,0.291667,0.3,0,3,3
180,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-07-01,Parts per billion,6.826087,10,19,9,Parts per million,0.019125,0.024,11,20,Parts per billion,1.090909,2,17,3,Parts per million,0.279167,0.3,0,3,3
181,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-07-02,Parts per billion,4.521739,7,0,7,Parts per million,0.023417,0.025,11,21,Parts per billion,1,1,0,1,Parts per million,0.283333,0.3,0,3,5
182,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-07-03,Parts per billion,5.652174,9,5,8,Parts per million,0.020708,0.025,10,21,Parts per billion,1,1,0,1,Parts per million,0.325,0.4,9,5,5
183,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-07-04,Parts per billion,6.086957,10,5,9,Parts per million,0.021083,0.032,9,27,Parts per billion,1.363636,2,11,3,Parts per million,0.354167,0.4,11,5,5
184,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-07-05,Parts per billion,6.73913,10,19,9,Parts per million,0.011708,0.015,9,13,Parts per billion,1.363636,2,11,3,Parts per million,0.370833,0.4,7,5,5
185,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-07-06,Parts per billion,8.347826,13,20,12,Parts per million,0.013125,0.016,9,14,Parts per billion,1.5,2,5,3,Parts per million,0.4,0.4,0,5,5
186,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-07-07,Parts per billion,6.434783,10,6,9,Parts per million,0.018458,0.022,10,19,Parts per billion,1.318182,2,6,3,Parts per million,0.329167,0.4,0,5,5
187,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-07-08,Parts per billion,7.478261,16,22,15,Parts per million,0.02575,0.037,11,31,Parts per billion,1.136364,2,20,3,Parts per million,0.354167,0.4,11,5,5
188,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-07-09,Parts per billion,7.652174,13,19,12,Parts per million,0.03,0.048,11,41,Parts per billion,1.5,5,13,7,Parts per million,0.383333,0.4,0,5,7
189,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-07-10,Parts per billion,12.608696,19,12,18,Parts per million,0.018458,0.028,11,24,Parts per billion,1.5,2,5,3,Parts per million,0.475,0.6,12,7,7
190,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-07-11,Parts per billion,12.521739,17,5,16,Parts per million,0.023375,0.037,10,31,Parts per billion,1.5,2,1,3,Parts per million,0.508333,0.6,9,7,7
191,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-07-12,Parts per billion,10.652174,23,9,22,Parts per million,0.025583,0.034,10,29,Parts per billion,1.863636,2,5,3,Parts per million,0.5375,0.6,10,7,8
192,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-07-13,Parts per billion,12.391304,19,19,18,Parts per million,0.024208,0.037,9,31,Parts per billion,2,3,18,4,Parts per million,0.591667,0.7,23,8,8
193,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-07-14,Parts per billion,15.565217,26,21,25,Parts per million,0.023667,0.045,11,38,Parts per billion,2.090909,4,13,6,Parts per million,0.529167,0.7,0,8,6
194,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-07-15,Parts per billion,9.565217,14,18,13,Parts per million,0.021208,0.028,9,24,Parts per billion,1.863636,2,0,3,Parts per million,0.404167,0.5,0,6,5
195,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-07-16,Parts per billion,4.217391,6,18,6,Parts per million,0.021417,0.024,0,20,Parts per billion,1.090909,2,5,3,Parts per million,0.308333,0.4,0,5,5
196,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-07-17,Parts per billion,8.913043,14,7,13,Parts per million,0.019208,0.024,9,20,Parts per billion,1.363636,2,12,3,Parts per million,0.354167,0.4,7,5,6
197,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-07-18,Parts per billion,12.956522,22,12,21,Parts per million,0.026417,0.045,11,38,Parts per billion,1.818182,5,12,7,Parts per million,0.420833,0.5,11,6,6
198,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-07-19,Parts per billion,13.173913,23,15,22,Parts per million,0.023333,0.035,10,30,Parts per billion,1.454545,3,16,4,Parts per million,0.45,0.5,0,6,7
199,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-07-20,Parts per billion,12.347826,24,14,23,Parts per million,0.020333,0.03,10,25,Parts per billion,1.454545,3,15,4,Parts per million,0.45,0.6,16,7,5
200,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-07-21,Parts per billion,6.347826,9,18,8,Parts per million,0.013792,0.017,8,14,Parts per billion,1.045455,2,15,3,Parts per million,0.383333,0.4,0,5,6
201,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-07-22,Parts per billion,7.869565,17,21,16,Parts per million,0.020333,0.035,10,30,Parts per billion,1.409091,2,13,3,Parts per million,0.375,0.5,21,6,6
202,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-07-23,Parts per billion,10.652174,24,22,23,Parts per million,0.028333,0.057,11,48,Parts per billion,2.045455,7,14,10,Parts per million,0.433333,0.5,0,6,10
203,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-07-24,Parts per billion,17.565217,32,9,30,Parts per million,0.0215,0.044,10,37,Parts per billion,2.636364,7,11,10,Parts per million,0.625,0.9,9,10,7
