Number,SO2 AQI,SO2 AQI Compare
5778,1.34360903688,1
5779,3.06230111416,1
5780,1.24971496397,0
5781,2.68710551323,0
5782,2.05602325559,1
5783,0.949891206151,0
5784,4.05433851506,1
5785,4.91889884939,1
5786,3.81590732792,1
5787,2.76387978574,3
5788,3.45007355814,1
5789,1.77539306589,0
5790,2.07347872515,1
5791,1.65634530691,0
5792,0.864016287728,0
5793,1.9331636303,3
5794,1.52827138593,0
5795,3.79878752752,1
5796,4.92444881425,1
5797,2.23612791609,1
5798,3.0448456446,1
5799,3.25324451914,1
5800,2.95863505701,1
5801,4.69270883612,1
5802,4.673515268,0
5803,3.90385601407,0
5804,2.25218095625,0
5805,3.30942279412,0
5806,2.5736077191,0
5807,2.23506115585,0
5808,3.290229226,0
5809,3.41275318211,1
5810,2.36279940766,0
5811,2.51709377494,0
5812,1.97328886512,0
5813,3.92131148364,3
5814,2.3439415087,1
5815,3.72134191668,1
5816,2.54645474922,0
5817,1.710114145,0
5818,1.83330943944,0
5819,3.63894319538,1
5820,2.18409717656,0
5821,1.54712928489,0
5822,2.37504058153,0
5823,1.00433138257,0
5824,1.26543233497,0
5825,1.89825269118,0
5826,2.76073925778,1
5827,3.04277187687,1
5828,3.11500319202,0
5829,3.07942091456,3
5830,3.22040734774,1
5831,1.39003005882,0
5832,2.28395136742,0
5833,3.72134191668,3
5834,3.07801848516,0
5835,3.14817603259,1
5836,2.71011094765,0
5837,2.74675998534,1
5838,2.53662301224,0
5839,3.39563338171,1
5840,4.71049997485,0
5841,3.62356149355,1
5842,4.05988847992,3
5843,3.42847055311,4
5844,3.21833358001,3
5845,1.37223892009,3
5846,1.40714985921,3
5847,2.6693143745,1
5848,3.18168454232,3
5849,2.88012268593,0
5850,1.94921667047,0
5851,2.49442400969,0
5852,2.66965004366,0
5853,2.28395136742,3
5854,3.16596717132,3
5855,3.88292434738,1
5856,3.9530818948,1
5857,4.12864359795,1
5858,3.02565207647,1
5859,2.70837284909,4
5860,1.95443096616,0
5861,3.19914001188,3
5862,3.49722567114,1
5863,1.17922174738,1
5864,1.51221834577,1
5865,2.02425284442,0
5866,1.61795817065,0
5867,1.35511911969,0
5868,2.14744813887,0
5869,1.98586570816,0
5870,2.09614849041,0
5871,1.62143436778,0
5872,2.04237965232,0
5873,1.33732798096,0
5874,0.846560818163,0
5875,2.28428703659,0
5876,3.12931813362,4
5877,3.09580962389,1
5878,3.20295187817,1
5879,2.39456981883,0
5880,0.832581545726,0
5881,1.39350625594,0
5882,1.86715361834,0
5883,3.47977020157,1
5884,2.39283172027,3
5885,2.41028718983,1
5886,2.05428515702,1
5887,1.58097346379,1
5888,0.949891206151,0
5889,1.090206301,1
5890,2.28221326886,1
5891,2.82742060807,0
5892,1.40748552838,0
5893,1.84588628248,0
5894,1.82843081292,3
5895,1.54780062323,0
5896,1.95095476904,0
5897,3.37122551789,4
5898,4.51434227419,1
5899,3.63232647029,0
5900,1.2846259031,0
5901,0.178158184497,0
5902,0.827031580869,0
5903,1.35304535196,0
5904,1.38829196025,0
5905,1.75653516693,0
5906,2.38761742457,1
5907,2.56284345855,3
5908,3.05568438907,3
5909,4.31711781329,1
5910,6.7740344025,3
5911,4.66897231064,4
5912,4.61419646505,1
5913,1.7230266572,0
5914,1.63574930938,0
5915,1.73907969737,3
5916,1.30067894327,1
5917,1.61622007209,1
5918,2.30174250615,1
5919,2.07207629575,3
5920,1.77572873506,1
5921,1.53034515366,0
5922,2.00365684689,1
