Number,State Code,County Code,Site Num,Date Local,Local Site Name,State Name,County Name,City Name,Temp Arithmetic Mean,Wind SpeedArithmetic Mean,Wind Direction Arithmetic Mean,Barometric pressure Arithmetic Mean,CO Arithmetic Mean,CO AQI,SO2 Arithmetic Mean,SO2 AQI,NO2 Arithmetic Mean,NO2 AQI,Ozone Arithmetic Mean,Ozone AQI,PM2.5 Arithmetic Mean,PM2.5 AQI,AQI,TAQI
429,1,73,23,2015/9/2,North Birmingham,Alabama,Jefferson,Birmingham,81.320833,0.670833,136.958333,997.1625,13.266667,6,0.024042,11,13.266667,22,0.024042,51,16.4,60,60,61
430,1,73,23,2015/9/3,North Birmingham,Alabama,Jefferson,Birmingham,82.6875,0.725,207.666667,994.695833,13.9,5,0.021583,20,13.9,24,0.021583,47,16.8,61,61,67
431,1,73,23,2015/9/4,North Birmingham,Alabama,Jefferson,Birmingham,83.016667,0.729167,79.875,995.1625,11.408333,7,0.027833,6,11.408333,22,0.027833,58,19.5,67,67,64
432,1,73,23,2015/9/5,North Birmingham,Alabama,Jefferson,Birmingham,78.0875,0.9375,71.208333,996.6,10.2375,5,0.027167,11,10.2375,16,0.027167,44,18.5,64,64,65
433,1,73,23,2015/9/6,North Birmingham,Alabama,Jefferson,Birmingham,79.8625,1.1125,65.958333,997.6375,7.25,5,0.028792,3,7.25,18,0.028792,46,18.9,65,65,48
434,1,73,23,2015/9/7,North Birmingham,Alabama,Jefferson,Birmingham,79.75,1.129167,57.875,996.666667,7.266667,6,0.023375,10,7.266667,15,0.023375,35,11.4,48,48,38
435,1,73,23,2015/9/8,North Birmingham,Alabama,Jefferson,Birmingham,78.866667,1.066667,90.791667,994.6375,8.216667,2,0.022118,4,8.216667,17,0.022118,38,8.7,36,38,40
436,1,73,23,2015/9/9,North Birmingham,Alabama,Jefferson,Birmingham,77.875,0.891667,155.5,993.025,14.077273,2,0.020708,3,14.077273,25,0.020708,36,9.5,40,40,44
437,1,73,23,2015/9/10,North Birmingham,Alabama,Jefferson,Birmingham,76.720833,1.170833,250.375,992.133333,11.475,3,0.016542,0,11.475,18,0.016542,28,10.5,44,44,44
438,1,73,23,2015/9/11,North Birmingham,Alabama,Jefferson,Birmingham,76.066667,0.866667,258.833333,991.975,8.733333,3,0.027542,0,8.733333,14,0.027542,44,9.5,40,44,32
439,1,73,23,2015/9/12,North Birmingham,Alabama,Jefferson,Birmingham,69.333333,1.425,315.833333,991.866667,2.825,2,0.026875,0,2.825,8,0.026875,32,4.7,20,32,35
440,1,73,23,2015/9/13,North Birmingham,Alabama,Jefferson,Birmingham,63.816667,1.283333,153.958333,995.854167,5.129167,3,0.021417,1,5.129167,20,0.021417,35,5.5,23,35,43
441,1,73,23,2015/9/14,North Birmingham,Alabama,Jefferson,Birmingham,66.729167,0.7625,63.5,1000.208333,14.464706,5,0.021167,10,14.464706,28,0.021167,43,8.4,35,43,71
442,1,73,23,2015/9/19,North Birmingham,Alabama,Jefferson,Birmingham,76.620833,0.754167,119.958333,993.033333,14.516667,6,0.026375,6,14.516667,31,0.026375,71,20.5,69,71,66
443,1,73,23,2015/9/20,North Birmingham,Alabama,Jefferson,Birmingham,77.4375,0.958333,170.583333,993.9875,9,7,0.026875,16,9,24,0.026875,41,19.2,66,66,38
444,1,73,23,2015/9/21,North Birmingham,Alabama,Jefferson,Birmingham,69.804167,0.654167,170.416667,994.933333,9.222727,3,0.012917,9,9.222727,16,0.012917,24,9,38,38,49
445,1,73,23,2015/9/22,North Birmingham,Alabama,Jefferson,Birmingham,72.725,1.045833,77.458333,996.741667,8.779167,5,0.024583,16,8.779167,21,0.024583,42,11.7,49,49,49
446,1,73,23,2015/9/23,North Birmingham,Alabama,Jefferson,Birmingham,75.970833,1.120833,57.583333,997.845833,10.929167,5,0.02325,7,10.929167,26,0.02325,44,11.7,49,49,48
447,1,73,23,2015/9/24,North Birmingham,Alabama,Jefferson,Birmingham,75.870833,1.195833,57.125,997.279167,12.51,6,0.032708,7,12.51,27,0.032708,48,11.4,48,48,43
448,1,73,23,2015/9/25,North Birmingham,Alabama,Jefferson,Birmingham,70.433333,1.245833,69.916667,995.016667,7.995833,2,0.029042,10,7.995833,20,0.029042,43,10.1,42,43,27
449,1,73,23,2015/9/26,North Birmingham,Alabama,Jefferson,Birmingham,72.041667,1.0625,70.375,995.0375,4.429167,2,0.018708,7,4.429167,7,0.018708,27,6.1,25,27,45
450,1,73,23,2015/9/27,North Birmingham,Alabama,Jefferson,Birmingham,71.783333,1.3625,75.541667,995.6625,4.745833,2,0.01425,0,4.745833,10,0.01425,19,10.8,45,45,35
451,1,73,23,2015/12/12,North Birmingham,Alabama,Jefferson,Birmingham,66.129167,1.55,152.333333,998.929167,8.666667,3,0.026542,1,8.666667,19,0.026542,33,8.3,35,35,33
452,1,73,23,2015/12/13,North Birmingham,Alabama,Jefferson,Birmingham,68.95,3.883333,146.916667,993.308333,5.366667,3,0.031292,3,5.366667,14,0.031292,33,6.1,25,33,34
453,1,73,23,2015/12/14,North Birmingham,Alabama,Jefferson,Birmingham,60.841667,2.591667,215.5,986.070833,11.463636,3,0.022,3,11.463636,30,0.022,34,3.7,15,34,54
454,1,73,23,2015/12/15,North Birmingham,Alabama,Jefferson,Birmingham,56.1875,0.504167,85.958333,989.779167,18.104167,8,0.010625,19,18.104167,34,0.010625,28,13.4,54,54,53
455,1,73,23,2015/12/16,North Birmingham,Alabama,Jefferson,Birmingham,58.129167,1.8375,110.5,989.041667,10.714286,8,0.021042,4,10.714286,22,0.021042,31,12.9,53,53,19
456,1,73,23,2015/12/17,North Birmingham,Alabama,Jefferson,Birmingham,53.2,1.25,287.375,988.166667,6.845833,5,0.013625,0,6.845833,17,0.013625,19,4.4,18,19,25
457,1,73,23,2015/12/18,North Birmingham,Alabama,Jefferson,Birmingham,38.308333,1.5125,299,998.095833,9.679167,6,0.011917,1,9.679167,22,0.011917,25,4.2,18,25,36
458,1,73,23,2015/12/19,North Birmingham,Alabama,Jefferson,Birmingham,40.475,0.579167,140.416667,1007.25,16,6,0.010083,1,16,26,0.010083,26,8.6,36,36,43
459,1,73,23,2015/12/20,North Birmingham,Alabama,Jefferson,Birmingham,46.391667,1.283333,102.5,1005.095833,12.120833,7,0.020667,6,12.120833,20,0.020667,26,10.2,43,43,24
460,1,73,23,2015/12/21,North Birmingham,Alabama,Jefferson,Birmingham,57.416667,2.420833,148.25,997.858333,9.091667,2,0.019083,1,9.091667,22,0.019083,22,5.7,24,24,23
461,1,73,23,2015/12/22,North Birmingham,Alabama,Jefferson,Birmingham,64.416667,1.608333,164.333333,990.579167,8.704167,2,0.01575,0,8.704167,13,0.01575,23,4.4,18,23,23
462,1,73,23,2015/12/23,North Birmingham,Alabama,Jefferson,Birmingham,66.741667,3.216667,169.833333,986.075,3.958333,1,0.021042,0,3.958333,7,0.021042,23,3.6,15,23,45
463,1,73,23,2015/12/24,North Birmingham,Alabama,Jefferson,Birmingham,70.85,1.6375,171.041667,993.754167,5.4875,2,0.015458,0,5.4875,15,0.015458,18,10.8,45,45,27
464,1,73,23,2015/12/25,North Birmingham,Alabama,Jefferson,Birmingham,70.366667,2.658333,136.375,998.375,1.9375,1,0.02375,0,1.9375,4,0.02375,27,2.5,10,27,25
465,1,73,23,2015/12/26,North Birmingham,Alabama,Jefferson,Birmingham,69.383333,1.975,141.666667,998.954167,3.658333,2,0.019875,0,3.658333,13,0.019875,25,4.1,17,25,22
466,1,73,23,2015/12/27,North Birmingham,Alabama,Jefferson,Birmingham,71.270833,2.4375,150.791667,994.383333,3.829167,2,0.021333,0,3.829167,10,0.021333,22,5.3,22,22,30
467,1,73,23,2015/12/28,North Birmingham,Alabama,Jefferson,Birmingham,67.729167,3.7875,172.791667,987.225,3.33913,1,0.02625,0,3.33913,6,0.02625,30,4,17,30,24
468,1,73,23,2015/12/29,North Birmingham,Alabama,Jefferson,Birmingham,53.954167,0.804167,218.875,994.7375,12,6,0.009417,3,12,24,0.009417,19,4.6,19,24,28
469,1,73,23,2015/12/30,North Birmingham,Alabama,Jefferson,Birmingham,54.954167,0.866667,234.5,998.166667,11.404762,7,0.008125,3,11.404762,17,0.008125,11,6.7,28,28,29
