Number,State Code,County Code,Site Num,Date Local,Local Site Name,State Name,County Name,City Name,Temp Arithmetic Mean,Wind SpeedArithmetic Mean,Wind Direction Arithmetic Mean,Barometric pressure Arithmetic Mean,CO Arithmetic Mean,CO AQI,SO2 Arithmetic Mean,SO2 AQI,NO2 Arithmetic Mean,NO2 AQI,Ozone Arithmetic Mean,Ozone AQI,PM2.5 Arithmetic Mean,PM2.5 AQI,AQI,TAQI
143,1,73,23,2014/9/4,North Birmingham,Alabama,Jefferson,Birmingham,79.129167,0.883333,136.291667,998.445833,11.520833,3,0.019375,1,11.520833,25,0.019375,37,8.8,37,37,46
144,1,73,23,2014/9/5,North Birmingham,Alabama,Jefferson,Birmingham,80.204167,0.770833,93.458333,998.958333,13.929167,3,0.018792,9,13.929167,24,0.018792,40,11.1,46,46,50
145,1,73,23,2014/9/6,North Birmingham,Alabama,Jefferson,Birmingham,81.029167,0.970833,129.041667,996.3,8.933333,3,0.030458,44,8.933333,20,0.030458,44,12,50,50,44
146,1,73,23,2014/9/7,North Birmingham,Alabama,Jefferson,Birmingham,81.420833,1.1875,128.208333,995.041667,3.3875,2,0.028542,17,3.3875,7,0.028542,39,10.6,44,44,51
147,1,73,23,2014/9/8,North Birmingham,Alabama,Jefferson,Birmingham,81.258333,0.754167,154.583333,995.808333,10.118182,3,0.028083,11,10.118182,21,0.028083,51,10.3,43,51,58
148,1,73,23,2014/9/9,North Birmingham,Alabama,Jefferson,Birmingham,80.104167,1.429167,122.625,996.9125,10.166667,2,0.024167,23,10.166667,22,0.024167,36,15.5,58,58,34
149,1,73,23,2014/9/10,North Birmingham,Alabama,Jefferson,Birmingham,81.795833,1.858333,151.5,995.3875,5.745833,2,0.023833,3,5.745833,11,0.023833,31,8.1,34,34,31
150,1,73,23,2014/9/11,North Birmingham,Alabama,Jefferson,Birmingham,82.425,1.6,188.125,995.725,9.0625,2,0.017375,3,9.0625,22,0.017375,31,6.3,26,31,38
151,1,73,23,2014/9/12,North Birmingham,Alabama,Jefferson,Birmingham,79.954167,0.95,183.833333,996.320833,8.654167,2,0.021333,9,8.654167,15,0.021333,35,9.1,38,38,58
152,1,73,23,2014/9/13,North Birmingham,Alabama,Jefferson,Birmingham,72.35,1.8125,64.375,998.704167,2.333333,2,0.021333,0,2.333333,4,0.021333,29,15.3,58,58,62
153,1,73,23,2014/9/14,North Birmingham,Alabama,Jefferson,Birmingham,76.604167,0.925,88.5,999.791667,4.625,2,0.022125,62,4.625,12,0.022125,35,10.4,43,62,33
154,1,73,23,2014/9/15,North Birmingham,Alabama,Jefferson,Birmingham,77.845833,1.0375,112.833333,999.4875,8.716667,2,0.017333,6,8.716667,20,0.017333,31,7.9,33,33,40
155,1,73,23,2014/9/16,North Birmingham,Alabama,Jefferson,Birmingham,78.6125,0.775,182.625,996.8875,10.729167,5,0.019583,6,10.729167,28,0.019583,34,9.5,40,40,55
156,1,73,23,2014/9/17,North Birmingham,Alabama,Jefferson,Birmingham,76.025,1.1625,151.833333,993.7625,6.670833,2,0.024042,7,6.670833,24,0.024042,37,14,55,55,51
157,1,73,23,2014/9/18,North Birmingham,Alabama,Jefferson,Birmingham,75.133333,0.783333,111,993.741667,15.883333,2,0.024917,19,15.883333,28,0.024917,41,12.1,51,51,51
158,1,73,23,2014/9/19,North Birmingham,Alabama,Jefferson,Birmingham,78.508333,1.295833,97.541667,995.908333,7.804167,2,0.032125,14,7.804167,16,0.032125,43,12.3,51,51,41
159,1,73,23,2014/9/20,North Birmingham,Alabama,Jefferson,Birmingham,76.370833,1.329167,77.208333,997.075,8.141667,3,0.025375,7,8.141667,27,0.025375,41,8.9,37,41,56
160,1,73,23,2014/9/21,North Birmingham,Alabama,Jefferson,Birmingham,78.908333,1.316667,196.166667,995.429167,7.854167,6,0.029042,6,7.854167,19,0.029042,44,14.7,56,56,47
161,1,73,23,2014/9/22,North Birmingham,Alabama,Jefferson,Birmingham,71.875,1.741667,112.125,997.370833,4.790476,2,0.030833,3,4.790476,14,0.030833,40,11.3,47,47,46
162,1,73,23,2014/9/23,North Birmingham,Alabama,Jefferson,Birmingham,70.058333,1.5875,47.416667,999.716667,6.9,2,0.036583,17,6.9,19,0.036583,46,6.9,29,46,44
163,1,73,23,2014/9/24,North Birmingham,Alabama,Jefferson,Birmingham,70.316667,1.3,59.291667,1001.85,8.7875,3,0.029208,10,8.7875,28,0.029208,44,10.2,43,44,49
164,1,73,23,2014/9/25,North Birmingham,Alabama,Jefferson,Birmingham,72.8125,1.004167,55.166667,1000.5625,16.191667,5,0.026667,11,16.191667,34,0.026667,45,11.8,49,49,31
165,1,73,23,2014/9/26,North Birmingham,Alabama,Jefferson,Birmingham,73.0125,1.183333,74.125,999.108333,9.828571,3,0.022458,7,9.828571,22,0.022458,31,4.9,20,31,29
166,1,73,23,2014/9/27,North Birmingham,Alabama,Jefferson,Birmingham,72.220833,1.233333,76.416667,998.558333,7.775,2,0.019292,3,7.775,21,0.019292,29,4.9,20,29,32
167,1,73,23,2014/9/28,North Birmingham,Alabama,Jefferson,Birmingham,73.758333,1.308333,68.875,997.2375,6.6125,2,0.024917,3,6.6125,21,0.024917,32,6.3,26,32,43
168,1,73,23,2014/9/29,North Birmingham,Alabama,Jefferson,Birmingham,74.654167,1.091667,49.875,993.729167,7.233333,2,0.022583,13,7.233333,13,0.022583,31,10.2,43,43,48
169,1,73,23,2014/9/30,North Birmingham,Alabama,Jefferson,Birmingham,72.908333,0.733333,45.291667,992.220833,11.845833,5,0.019,9,11.845833,29,0.019,38,11.6,48,48,66
170,1,73,23,2014/10/1,North Birmingham,Alabama,Jefferson,Birmingham,76.166667,0.733333,132.333333,993.579167,15.279167,7,0.026667,14,15.279167,31,0.026667,49,19.2,66,66,32
171,1,73,23,2014/10/2,North Birmingham,Alabama,Jefferson,Birmingham,77.391667,1.6375,147.041667,994.991667,10.9125,2,0.023,7,10.9125,22,0.023,32,6.3,26,32,39
172,1,73,23,2014/10/3,North Birmingham,Alabama,Jefferson,Birmingham,70.879167,1.85,244.666667,992.191667,7.275,2,0.030458,0,7.275,24,0.030458,35,9.4,39,39,31
173,1,73,23,2014/10/4,North Birmingham,Alabama,Jefferson,Birmingham,57.716667,1.883333,289.541667,993.929167,3.595833,1,0.024667,0,3.595833,9,0.024667,31,6.2,26,31,36
174,1,73,23,2014/10/5,North Birmingham,Alabama,Jefferson,Birmingham,60.7,1.645833,167.166667,993.5125,8.9,3,0.029708,9,8.9,20,0.029708,36,7.9,33,36,39
175,1,73,23,2014/10/6,North Birmingham,Alabama,Jefferson,Birmingham,69.554167,2.354167,210.208333,993.808333,8.07619,2,0.036875,1,8.07619,16,0.036875,39,5.9,25,39,42
176,1,73,23,2014/10/7,North Birmingham,Alabama,Jefferson,Birmingham,75.229167,2.208333,213.375,995.3875,7.316667,2,0.034542,3,7.316667,15,0.034542,42,5.5,23,42,43
177,1,73,23,2014/10/8,North Birmingham,Alabama,Jefferson,Birmingham,77.370833,1.479167,224.958333,998.158333,8.570833,2,0.029917,4,8.570833,20,0.029917,41,10.2,43,43,58
178,1,73,23,2014/10/9,North Birmingham,Alabama,Jefferson,Birmingham,76.408333,0.895833,150.708333,997.466667,18.745833,5,0.020208,4,18.745833,33,0.020208,41,15.2,58,58,32
179,1,73,23,2014/10/10,North Birmingham,Alabama,Jefferson,Birmingham,74.683333,1.725,221.75,995.6,9.495833,6,0.020708,3,9.495833,29,0.020708,28,7.7,32,32,53
180,1,73,23,2014/10/11,North Birmingham,Alabama,Jefferson,Birmingham,76.541667,0.929167,236.291667,995.058333,9.195833,5,0.016708,0,9.195833,21,0.016708,31,12.9,53,53,52
181,1,73,23,2014/10/12,North Birmingham,Alabama,Jefferson,Birmingham,75.1,1.320833,165.125,994.925,7.125,6,0.022583,4,7.125,15,0.022583,31,12.8,52,52,28
182,1,73,23,2014/10/13,North Birmingham,Alabama,Jefferson,Birmingham,73.804167,2.775,152.208333,992.370833,4.029167,2,0.026375,0,4.029167,6,0.026375,28,6.8,28,28,28
183,1,73,23,2014/10/14,North Birmingham,Alabama,Jefferson,Birmingham,64.2375,2.6375,222.541667,988.05,6.445833,2,0.021167,0,6.445833,14,0.021167,26,6.7,28,28,31
184,1,73,23,2014/10/15,North Birmingham,Alabama,Jefferson,Birmingham,62.654167,1.941667,245.166667,990.6125,6.9875,3,0.024083,0,6.9875,15,0.024083,31,5.9,25,31,33
185,1,73,23,2014/10/16,North Birmingham,Alabama,Jefferson,Birmingham,63.854167,1.316667,228.041667,991.420833,11.729167,5,0.017833,0,11.729167,27,0.017833,33,7.1,30,33,58
186,1,73,23,2014/10/17,North Birmingham,Alabama,Jefferson,Birmingham,66.729167,1.5125,173.958333,992.083333,14.125,8,0.028125,3,14.125,35,0.028125,58,14.5,56,58,52
187,1,73,23,2014/10/18,North Birmingham,Alabama,Jefferson,Birmingham,64.379167,1.358333,212.125,993.879167,6.795833,5,0.029167,0,6.795833,31,0.029167,36,12.4,52,52,31
188,1,73,23,2014/10/19,North Birmingham,Alabama,Jefferson,Birmingham,58.325,0.841667,91.291667,997.2125,7.329167,3,0.017542,17,7.329167,20,0.017542,31,7.5,31,31,60
189,1,73,23,2014/10/20,North Birmingham,Alabama,Jefferson,Birmingham,60.9375,0.683333,146.833333,995.041667,13.636364,6,0.017792,3,13.636364,31,0.017792,40,16.5,60,60,59
190,1,73,23,2014/10/21,North Birmingham,Alabama,Jefferson,Birmingham,62.629167,0.8375,199.583333,994.541667,12.383333,6,0.020667,13,12.383333,28,0.020667,40,15.7,59,59,34
191,1,73,23,2014/10/22,North Birmingham,Alabama,Jefferson,Birmingham,57.525,1.4375,115.125,997.279167,8.691667,3,0.021125,7,8.691667,19,0.021125,31,8.2,34,34,29
192,1,73,23,2014/10/23,North Birmingham,Alabama,Jefferson,Birmingham,57.270833,1.0125,159.916667,996.65,8.966667,2,0.017417,19,8.966667,20,0.017417,29,6.4,27,29,45
193,1,73,23,2014/10/24,North Birmingham,Alabama,Jefferson,Birmingham,60.6,0.95,200.791667,995.7875,11.041667,3,0.019708,6,11.041667,28,0.019708,38,10.8,45,45,62
194,1,73,23,2014/10/25,North Birmingham,Alabama,Jefferson,Birmingham,62.0875,0.558333,157.916667,995.970833,17.2125,9,0.017333,14,17.2125,34,0.017333,43,17.2,62,62,82
195,1,73,23,2014/10/26,North Birmingham,Alabama,Jefferson,Birmingham,68.791667,0.616667,163.291667,994.779167,12.091667,10,0.02075,6,12.091667,25,0.02075,54,26.8,82,82,82
196,1,73,23,2014/10/27,North Birmingham,Alabama,Jefferson,Birmingham,72.208333,1.204167,134.791667,995.391667,11.625,8,0.028708,10,11.625,31,0.028708,43,26.8,82,82,58
197,1,73,23,2014/10/28,North Birmingham,Alabama,Jefferson,Birmingham,70.045833,1.308333,216.583333,997.329167,14.129167,3,0.02625,3,14.129167,29,0.02625,41,15.6,58,58,45
198,1,73,23,2014/10/29,North Birmingham,Alabama,Jefferson,Birmingham,61.416667,1.125,231.083333,996.133333,12.216667,3,0.014958,0,12.216667,27,0.014958,26,10.7,45,45,43
199,1,73,23,2014/10/30,North Birmingham,Alabama,Jefferson,Birmingham,53.841667,0.758333,185.625,995.0125,11.6125,6,0.014375,3,11.6125,23,0.014375,33,10.2,43,43,55
200,1,73,23,2014/10/31,North Birmingham,Alabama,Jefferson,Birmingham,51.825,1.558333,209.208333,993.341667,9.391667,7,0.022,24,9.391667,28,0.022,32,14,55,55,27
201,1,73,23,2014/11/1,North Birmingham,Alabama,Jefferson,Birmingham,41.908333,1.8,258.25,999.55,4.516667,2,0.019458,1,4.516667,19,0.019458,27,5.6,23,27,41
202,1,73,23,2014/11/2,North Birmingham,Alabama,Jefferson,Birmingham,44.275,0.983333,90.5,1004.520833,11.029167,3,0.015667,24,11.029167,29,0.015667,33,9.8,41,41,63
203,1,73,23,2014/11/3,North Birmingham,Alabama,Jefferson,Birmingham,51.641667,0.770833,108.333333,1005,22.345455,5,0.013708,36,22.345455,36,0.013708,31,17.8,63,63,55
204,1,73,23,2014/11/4,North Birmingham,Alabama,Jefferson,Birmingham,59.9375,1.216667,193.416667,1002.495833,17.070833,5,0.029875,6,17.070833,28,0.029875,40,14.2,55,55,42
205,1,73,23,2014/11/5,North Birmingham,Alabama,Jefferson,Birmingham,63.808333,1.1,190.375,1000.533333,15.8875,3,0.020458,6,15.8875,28,0.020458,29,10,42,42,38
206,1,73,23,2014/11/6,North Birmingham,Alabama,Jefferson,Birmingham,61.954167,1.945833,285.708333,996.941667,5.166667,3,0.031208,7,5.166667,12,0.031208,34,9.1,38,38,31
207,1,73,23,2014/11/7,North Birmingham,Alabama,Jefferson,Birmingham,48.275,1.241667,210.875,995.908333,7.15,5,0.020083,1,7.15,22,0.020083,30,7.4,31,31,60
208,1,73,23,2014/11/8,North Birmingham,Alabama,Jefferson,Birmingham,51.4125,0.720833,209.5,992.679167,13.141667,7,0.020458,4,13.141667,27,0.020458,31,16.2,60,60,54
209,1,73,23,2014/11/9,North Birmingham,Alabama,Jefferson,Birmingham,50.870833,0.745833,162.333333,992.833333,8.870833,6,0.015917,23,8.870833,25,0.015917,30,13.6,54,54,60
210,1,73,23,2014/11/10,North Birmingham,Alabama,Jefferson,Birmingham,55.383333,1.133333,123.666667,992.629167,11.279167,7,0.027708,6,11.279167,27,0.027708,35,16.3,60,60,68
211,1,73,23,2014/11/11,North Birmingham,Alabama,Jefferson,Birmingham,62.954167,1.316667,165.083333,993.041667,14.641667,3,0.027583,9,14.641667,31,0.027583,42,20.3,68,68,53
212,1,73,23,2014/11/12,North Birmingham,Alabama,Jefferson,Birmingham,46.879167,1.866667,224.833333,996.675,5.091667,3,0.013333,1,5.091667,18,0.013333,17,13.2,53,53,51
213,1,73,23,2014/11/13,North Birmingham,Alabama,Jefferson,Birmingham,37.2625,2.045833,314.416667,999.566667,3.558333,1,0.02125,1,3.558333,6,0.02125,23,12.3,51,51,62
214,1,73,23,2014/11/14,North Birmingham,Alabama,Jefferson,Birmingham,32.495833,1.920833,152.25,1001.1,5.866667,2,0.020792,3,5.866667,13,0.020792,26,17.4,62,62,56
215,1,73,23,2014/11/15,North Birmingham,Alabama,Jefferson,Birmingham,41.570833,1.425,137.958333,1000.933333,8.116667,2,0.027,7,8.116667,16,0.027,31,14.7,56,56,46
216,1,73,23,2014/11/16,North Birmingham,Alabama,Jefferson,Birmingham,51.604167,1.7625,123.583333,994.504167,6.091667,2,0.024667,11,6.091667,12,0.024667,29,11.1,46,46,31
217,1,73,23,2014/11/17,North Birmingham,Alabama,Jefferson,Birmingham,41.05,2.141667,293.875,991.833333,3.918182,2,0.024833,1,3.918182,8,0.024833,31,3.6,15,31,50
218,1,73,23,2014/11/18,North Birmingham,Alabama,Jefferson,Birmingham,28.808333,1.3875,270.208333,1002.979167,13.545833,8,0.019917,1,13.545833,34,0.019917,34,12,50,50,57
219,1,73,23,2014/11/19,North Birmingham,Alabama,Jefferson,Birmingham,38.529167,1.633333,149.375,1002.208333,18.7375,11,0.025833,3,18.7375,34,0.025833,33,14.9,57,57,57
220,1,73,23,2014/11/20,North Birmingham,Alabama,Jefferson,Birmingham,51.1625,1.4,202.25,1000.333333,18.9625,7,0.0215,10,18.9625,42,0.0215,42,14.9,57,57,59
221,1,73,23,2014/11/21,North Birmingham,Alabama,Jefferson,Birmingham,53.8875,1.058333,62.875,1003.766667,20.295833,7,0.023708,11,20.295833,36,0.023708,39,15.7,59,59,52
222,1,73,23,2014/11/22,North Birmingham,Alabama,Jefferson,Birmingham,56.683333,1.995833,103.625,1001.391667,8.870833,3,0.036042,14,8.870833,23,0.036042,41,12.8,52,52,32
223,1,73,23,2014/11/23,North Birmingham,Alabama,Jefferson,Birmingham,60.1875,2.725,136.916667,984.925,3.5375,1,0.030333,0,3.5375,7,0.030333,32,2.8,12,32,45
224,1,73,23,2014/11/24,North Birmingham,Alabama,Jefferson,Birmingham,61.533333,2.704167,249.666667,988.283333,5.254167,2,0.025333,1,5.254167,10,0.025333,29,10.7,45,45,31
225,1,73,23,2014/11/25,North Birmingham,Alabama,Jefferson,Birmingham,50.429167,1.208333,326.208333,995.941667,7.925,3,0.02375,4,7.925,18,0.02375,31,5.2,22,31,31
226,1,73,23,2014/11/26,North Birmingham,Alabama,Jefferson,Birmingham,47.441667,1.625,265.791667,995.858333,8.009091,2,0.026125,1,8.009091,16,0.026125,31,4.9,20,31,32
227,1,73,23,2014/11/27,North Birmingham,Alabama,Jefferson,Birmingham,40.775,1.4,303.416667,1003.1625,5.479167,2,0.019417,0,5.479167,17,0.019417,20,7.7,32,32,31
228,1,73,23,2014/11/28,North Birmingham,Alabama,Jefferson,Birmingham,41.216667,0.9125,134.208333,1003.170833,9.6,3,0.024417,20,9.6,25,0.024417,31,7.5,31,31,33
229,1,73,23,2014/11/29,North Birmingham,Alabama,Jefferson,Birmingham,52.283333,1.979167,185.5,999.116667,8.375,5,0.028875,20,8.375,12,0.028875,31,7.9,33,33,34
230,1,73,23,2014/11/30,North Birmingham,Alabama,Jefferson,Birmingham,62.195833,2.404167,195.083333,1001.295833,4.391667,2,0.030542,1,4.391667,13,0.030542,34,7.6,32,34,43
231,1,73,23,2014/12/1,North Birmingham,Alabama,Jefferson,Birmingham,62.404167,1.270833,172.791667,1004.066667,12.938095,9,0.013833,0,12.938095,29,0.013833,26,10.4,43,43,55
232,1,73,23,2014/12/2,North Birmingham,Alabama,Jefferson,Birmingham,61.1375,0.9375,215.208333,1002.058333,11.616667,9,0.013292,3,11.616667,23,0.013292,27,14.2,55,55,54
233,1,73,23,2014/12/3,North Birmingham,Alabama,Jefferson,Birmingham,59.566667,0.725,133.541667,1001.683333,10.629167,5,0.012708,31,10.629167,24,0.012708,27,13.3,54,54,54
234,1,73,23,2014/12/4,North Birmingham,Alabama,Jefferson,Birmingham,63.816667,1.041667,134.583333,1001.354167,17.025,7,0.012583,9,17.025,29,0.012583,28,13.4,54,54,46
235,1,73,23,2014/12/5,North Birmingham,Alabama,Jefferson,Birmingham,65.2,2.025,119.583333,1001.408333,10.829167,8,0.021083,3,10.829167,23,0.021083,28,11,46,46,38
236,1,73,23,2014/12/6,North Birmingham,Alabama,Jefferson,Birmingham,59.425,2.629167,180.208333,1000.241667,3.566667,2,0.025583,0,3.566667,8,0.025583,28,9.2,38,38,33
237,1,73,23,2014/12/7,North Birmingham,Alabama,Jefferson,Birmingham,49.995833,2.408333,20.208333,1002.591667,3.283333,2,0.027375,7,3.283333,14,0.027375,31,7.9,33,33,43
238,1,73,23,2014/12/8,North Birmingham,Alabama,Jefferson,Birmingham,47.733333,1.116667,94.041667,1000.679167,15.154167,6,0.012222,9,15.154167,29,0.012222,24,10.3,43,43,45
239,1,73,23,2014/12/9,North Birmingham,Alabama,Jefferson,Birmingham,47.420833,1.9375,225.125,997.975,8.5625,7,0.021583,1,8.5625,27,0.021583,31,10.8,45,45,38
240,1,73,23,2014/12/10,North Birmingham,Alabama,Jefferson,Birmingham,38.8625,1.433333,298.708333,998.616667,9.091667,3,0.012083,3,9.091667,15,0.012083,19,9.1,38,38,53
241,1,73,23,2014/12/11,North Birmingham,Alabama,Jefferson,Birmingham,39.3,0.975,233.083333,998.991667,11.241667,3,0.012833,3,11.241667,21,0.012833,23,12.9,53,53,60
242,1,73,23,2014/12/12,North Birmingham,Alabama,Jefferson,Birmingham,42.341667,0.816667,154.5,1002.179167,16.891667,8,0.011333,3,16.891667,31,0.011333,26,16.3,60,60,57
243,1,73,23,2014/12/13,North Birmingham,Alabama,Jefferson,Birmingham,42.4625,1.245833,253.916667,1000.379167,10.704167,9,0.021083,3,10.704167,23,0.021083,34,15.1,57,57,54
244,1,73,23,2014/12/14,North Birmingham,Alabama,Jefferson,Birmingham,45.041667,1.1375,102.958333,996.6125,9.583333,5,0.021417,1,9.583333,23,0.021417,36,13.6,54,54,71
245,1,73,23,2014/12/15,North Birmingham,Alabama,Jefferson,Birmingham,51.033333,1.570833,116.333333,993.033333,15.038095,7,0.019583,7,15.038095,27,0.019583,29,21.4,71,71,39
246,1,73,23,2014/12/16,North Birmingham,Alabama,Jefferson,Birmingham,51.366667,2.066667,274.291667,995.691667,7.05,5,0.014458,0,7.05,16,0.014458,23,9.4,39,39,34
247,1,73,23,2014/12/17,North Birmingham,Alabama,Jefferson,Birmingham,40.358333,1.004167,216.541667,999.229167,9.729167,6,0.008042,0,9.729167,16,0.008042,15,8.2,34,34,35
248,1,73,23,2014/12/30,North Birmingham,Alabama,Jefferson,Birmingham,41.175,1.808333,165.166667,1003.258333,5.5625,2,0.015375,0,5.5625,10,0.015375,20,8.4,35,35,44
249,1,73,23,2014/12/31,North Birmingham,Alabama,Jefferson,Birmingham,37.2125,1.3125,112.333333,1005.458333,9.370833,5,0.014737,7,9.370833,21,0.014737,19,10.6,44,44,56
250,1,73,23,2015/1/1,North Birmingham,Alabama,Jefferson,Birmingham,43.083333,0.704167,108.583333,1002.5125,13.916667,3,0.014167,3,13.916667,21,0.014167,21,14.6,56,56,37
251,1,73,23,2015/3/2,North Birmingham,Alabama,Jefferson,Birmingham,51.279167,1.120833,146.791667,1002.358333,8.975,3,0.011556,1,8.975,15,0.011556,15,8.9,37,37,45
252,1,73,23,2015/3/3,North Birmingham,Alabama,Jefferson,Birmingham,60.066667,1.220833,119.583333,996.620833,14.1625,3,0.00775,3,14.1625,17,0.00775,16,10.9,45,45,23
253,1,73,23,2015/3/4,North Birmingham,Alabama,Jefferson,Birmingham,65.541667,3.029167,209.625,992.1875,5.270833,2,0.018667,1,5.270833,10,0.018667,21,5.5,23,23,37
254,1,73,23,2015/3/5,North Birmingham,Alabama,Jefferson,Birmingham,32.808333,3.904167,236.75,998.0625,3.225,2,0.034167,0,3.225,4,0.034167,37,5.1,21,37,39
255,1,73,23,2015/3/6,North Birmingham,Alabama,Jefferson,Birmingham,32.116667,1.516667,150.75,1006.1125,5.9625,2,0.031458,1,5.9625,19,0.031458,39,8.1,34,39,40
256,1,73,23,2015/3/9,North Birmingham,Alabama,Jefferson,Birmingham,54.633333,1.404167,58.041667,998.175,9.84,2,0.030583,1,9.84,20,0.030583,36,9.6,40,40,43
257,1,73,23,2015/3/10,North Birmingham,Alabama,Jefferson,Birmingham,64.008333,2.5125,178.083333,995.495833,7.55,2,0.023333,0,7.55,13,0.023333,27,10.2,43,43,35
258,1,73,23,2015/3/11,North Birmingham,Alabama,Jefferson,Birmingham,64.4625,0.9,166.041667,998.983333,9.508333,3,0.022125,0,9.508333,20,0.022125,35,5.5,23,35,45
259,1,73,23,2015/3/12,North Birmingham,Alabama,Jefferson,Birmingham,63.191667,1.795833,65.625,1001.104167,7.695833,3,0.019375,4,7.695833,11,0.019375,26,10.8,45,45,57
260,1,73,23,2015/3/13,North Birmingham,Alabama,Jefferson,Birmingham,56.608333,2.729167,96.625,998.233333,5.604167,2,0.028625,57,5.604167,8,0.028625,32,8.3,35,57,30
261,1,73,23,2015/3/14,North Birmingham,Alabama,Jefferson,Birmingham,60.1875,1.233333,205.708333,995.575,6.766667,2,0.017125,0,6.766667,14,0.017125,24,7.1,30,30,40
262,1,73,23,2015/3/15,North Birmingham,Alabama,Jefferson,Birmingham,64.254167,0.920833,149.583333,1000.720833,8.691667,6,0.021375,9,8.691667,25,0.021375,40,7.5,31,40,62
263,1,73,23,2015/3/16,North Birmingham,Alabama,Jefferson,Birmingham,64.533333,0.7125,164.666667,998.754167,17.233333,7,0.021292,62,17.233333,37,0.021292,43,17.3,62,62,60
264,1,73,23,2015/3/17,North Birmingham,Alabama,Jefferson,Birmingham,68.166667,1.420833,250.458333,995.216667,9.854167,7,0.033125,1,9.854167,23,0.033125,43,16.2,60,60,49
265,1,73,23,2015/3/18,North Birmingham,Alabama,Jefferson,Birmingham,65.133333,1.1625,131.416667,995.533333,7.329167,2,0.037,27,7.329167,13,0.037,46,11.8,49,49,71
266,1,73,23,2015/3/19,North Birmingham,Alabama,Jefferson,Birmingham,61.670833,1.2375,190.583333,994.279167,11.708333,3,0.019042,3,11.708333,28,0.019042,29,21.5,71,71,62
267,1,73,23,2015/3/20,North Birmingham,Alabama,Jefferson,Birmingham,61.566667,1.0625,166.333333,996.745833,9.5375,3,0.014625,3,9.5375,14,0.014625,23,17.1,62,62,43
268,1,73,23,2015/3/21,North Birmingham,Alabama,Jefferson,Birmingham,58.891667,0.970833,186.625,997.4625,5.2,2,0.026875,27,5.2,12,0.026875,31,10.2,43,43,36
269,1,73,23,2015/3/22,North Birmingham,Alabama,Jefferson,Birmingham,55.416667,1.875,68.75,992.333333,7.308333,2,0.034458,1,7.308333,15,0.034458,36,4,17,36,42
270,1,73,23,2015/3/23,North Birmingham,Alabama,Jefferson,Birmingham,59.25,1.641667,83.958333,993.95,9.695455,5,0.025875,6,9.695455,26,0.025875,42,8.4,35,42,48
271,1,73,23,2015/3/24,North Birmingham,Alabama,Jefferson,Birmingham,59.35,1.5,133,996.791667,10.070833,7,0.024292,9,10.070833,20,0.024292,33,11.5,48,48,40
272,1,73,23,2015/3/25,North Birmingham,Alabama,Jefferson,Birmingham,68.470833,1.545833,175.875,996.375,7.122727,2,0.03325,1,7.122727,15,0.03325,40,7.9,33,40,39
273,1,73,23,2015/3/26,North Birmingham,Alabama,Jefferson,Birmingham,65.5625,2.3125,237.5,990.233333,5.7375,2,0.031917,0,5.7375,13,0.031917,39,7.7,32,39,37
274,1,73,23,2015/3/27,North Birmingham,Alabama,Jefferson,Birmingham,47.041667,2.245833,318.708333,991.395833,3.0125,2,0.032792,0,3.0125,8,0.032792,37,6.5,27,37,41
275,1,73,23,2015/3/28,North Birmingham,Alabama,Jefferson,Birmingham,42.816667,1.429167,226.708333,999.020833,3.295833,2,0.033458,1,3.295833,8,0.033458,41,4.9,20,41,43
276,1,73,23,2015/3/29,North Birmingham,Alabama,Jefferson,Birmingham,51.3125,1.9125,128.541667,1001.591667,8.391667,2,0.038708,19,8.391667,28,0.038708,43,7.2,30,43,42
277,1,73,23,2015/3/30,North Birmingham,Alabama,Jefferson,Birmingham,64.008333,1.55,249.125,997.9625,9.266667,5,0.027083,4,9.266667,28,0.027083,42,9.5,40,42,65
278,1,73,23,2015/3/31,North Birmingham,Alabama,Jefferson,Birmingham,64.2375,1.3375,177.5,994.004167,16.354167,9,0.023167,10,16.354167,31,0.023167,34,18.9,65,65,51
279,1,73,23,2015/4/1,North Birmingham,Alabama,Jefferson,Birmingham,68.133333,0.683333,180.958333,995.483333,13.929167,5,0.03075,3,13.929167,36,0.03075,51,10.1,42,51,42
280,1,73,23,2015/4/2,North Birmingham,Alabama,Jefferson,Birmingham,70.029167,1.8,176.041667,996.945833,11.816667,5,0.028083,4,11.816667,26,0.028083,32,10.1,42,42,38
281,1,73,23,2015/4/3,North Birmingham,Alabama,Jefferson,Birmingham,72.7375,3.079167,220.5,994.95,4.7625,2,0.035208,0,4.7625,11,0.035208,38,8.3,35,38,38
282,1,73,23,2015/4/4,North Birmingham,Alabama,Jefferson,Birmingham,57.3625,2.125,110.083333,1000.441667,2.9,2,0.030708,0,2.9,14,0.030708,38,5.7,24,38,44
283,1,73,23,2015/4/5,North Birmingham,Alabama,Jefferson,Birmingham,60.958333,1.5125,106.25,999.266667,7.5875,2,0.037833,7,7.5875,21,0.037833,44,6.6,28,44,45
284,1,73,23,2015/4/6,North Birmingham,Alabama,Jefferson,Birmingham,66.3,1.629167,160.916667,998.604167,10.718182,2,0.022667,1,10.718182,22,0.022667,26,10.7,45,45,51
285,1,73,23,2015/4/7,North Birmingham,Alabama,Jefferson,Birmingham,69.6625,1.2875,200.791667,998.8125,9.575,5,0.016,0,9.575,18,0.016,30,12.1,51,51,53
